BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,WBcode,region_code,pop
50,Canada,1950,MF,15,24,0.75,40.81,26.02,50.83,16.39,7.61,3.01,8.197,5.511,2.473,0.212,CAN,Advanced Economies,2188
50,Canada,1950,MF,25,34,0.9,43.5,23.15,45.1,20.69,10.5,6.18,8.273,5.335,2.604,0.334,CAN,Advanced Economies,2148
50,Canada,1950,MF,35,44,1.3,49.6,23.9,39,17.89,10,5.77,7.767,5.145,2.307,0.315,CAN,Advanced Economies,1809
50,Canada,1950,MF,45,54,2.5,57.3,25.58,32,14.68,8.2,4.72,7.049,4.898,1.892,0.258,CAN,Advanced Economies,1387
50,Canada,1950,MF,55,64,4,58.6,26.16,30.1,12.2,7.3,4.04,6.721,4.787,1.707,0.227,CAN,Advanced Economies,1074
50,Canada,1955,MF,15,24,0.6,36.65,23.46,52.57,16.72,10.19,3.97,8.541,5.568,2.69,0.283,CAN,Advanced Economies,2264
50,Canada,1955,MF,25,34,0.96,42.22,23.4,43.96,20.79,12.86,7.71,8.503,5.378,2.714,0.411,CAN,Advanced Economies,2380
50,Canada,1955,MF,35,44,1.26,47.22,23.96,39.67,18.2,11.85,6.84,8.047,5.227,2.447,0.374,CAN,Advanced Economies,2098
50,Canada,1955,MF,45,54,1.61,50.32,23.4,36.72,16.84,11.35,6.54,7.741,5.096,2.288,0.358,CAN,Advanced Economies,1578
50,Canada,1955,MF,55,64,3.06,56.38,25.17,31.03,13.59,9.52,5.49,7.09,4.88,1.91,0.3,CAN,Advanced Economies,1146
50,Canada,1960,MF,15,24,0.38,29.44,19.6,55.88,17.72,14.31,5.46,9.144,5.682,3.066,0.395,CAN,Advanced Economies,2607
50,Canada,1960,MF,25,34,0.7,36.3,21.06,47.4,23,15.6,9.56,9.052,5.501,3.048,0.503,CAN,Advanced Economies,2497
50,Canada,1960,MF,35,44,1.4,47.9,25.49,37.5,17.2,13.2,7.77,8.096,5.244,2.433,0.419,CAN,Advanced Economies,2346
50,Canada,1960,MF,45,54,1.4,47.9,23.08,37.5,17.2,13.2,7.61,8.021,5.171,2.433,0.416,CAN,Advanced Economies,1836
50,Canada,1960,MF,55,64,1.4,47.9,21.38,37.5,17.2,13.2,7.61,7.97,5.12,2.433,0.416,CAN,Advanced Economies,1273
50,Canada,1965,MF,15,24,0.5,24.14,16.05,55.77,15.57,19.59,7.12,9.578,5.728,3.316,0.534,CAN,Advanced Economies,3154
50,Canada,1965,MF,25,34,0.59,29.87,17.51,50.48,21.58,19.07,11.96,9.521,5.594,3.306,0.621,CAN,Advanced Economies,2450
50,Canada,1965,MF,35,44,0.95,39.15,21.68,45.94,18.47,13.96,8.36,8.635,5.419,2.77,0.446,CAN,Advanced Economies,2519
50,Canada,1965,MF,45,54,1.38,46.5,23.59,39.96,15.36,12.16,7.02,8.003,5.23,2.389,0.384,CAN,Advanced Economies,2040
50,Canada,1965,MF,55,64,2.17,49.69,23.13,36.52,13.96,11.9,6.86,7.693,5.09,2.228,0.375,CAN,Advanced Economies,1437
50,Canada,1970,MF,15,24,0.1,14,6.89,59.24,16.29,26.66,9.89,10.378,5.781,3.866,0.731,CAN,Advanced Economies,4049
50,Canada,1970,MF,25,34,0.3,22.7,13.5,49.36,21.26,27.64,17.56,10.387,5.706,3.777,0.904,CAN,Advanced Economies,2857
50,Canada,1970,MF,35,44,0.8,32.4,18.8,51.79,20.35,15.01,9.21,9.093,5.544,3.065,0.484,CAN,Advanced Economies,2557
50,Canada,1970,MF,45,54,0.9,38.9,20.7,47.29,17.44,12.91,7.61,8.527,5.4,2.717,0.41,CAN,Advanced Economies,2286
50,Canada,1970,MF,55,64,1.8,49.4,23.8,38.46,13.83,10.34,5.97,7.639,5.124,2.189,0.326,CAN,Advanced Economies,1714
50,Canada,1975,MF,15,24,0.45,6.77,3.82,63.54,17.33,29.24,11.15,10.873,5.885,4.181,0.808,CAN,Advanced Economies,4538
50,Canada,1975,MF,25,34,0.5,13,5.4,48.7,21.86,37.8,24.2,11.367,5.742,4.385,1.24,CAN,Advanced Economies,3606
50,Canada,1975,MF,35,44,1,25.7,10,53.68,21.5,19.62,12.31,9.54,5.469,3.432,0.638,CAN,Advanced Economies,2609
50,Canada,1975,MF,45,54,1.4,35,14.2,50.65,18.75,12.95,7.76,8.565,5.292,2.859,0.414,CAN,Advanced Economies,2479
50,Canada,1975,MF,55,64,2,41.6,17.1,45.59,16.02,10.81,6.24,7.983,5.145,2.497,0.341,CAN,Advanced Economies,1895
50,Canada,1980,MF,15,24,0.3,5.25,3.2,67.25,19.16,27.2,9.56,10.88,5.92,4.224,0.735,CAN,Advanced Economies,4843
50,Canada,1980,MF,25,34,0.5,7.2,3.3,48.69,21.81,43.61,28.23,12.021,5.853,4.732,1.437,CAN,Advanced Economies,4227
50,Canada,1980,MF,35,44,1,17.4,6.7,52.33,22.15,29.27,18.97,10.574,5.619,3.991,0.965,CAN,Advanced Economies,2930
50,Canada,1980,MF,45,54,2,29.1,11.4,54.49,20.86,14.41,8.79,8.938,5.349,3.125,0.464,CAN,Advanced Economies,2509
50,Canada,1980,MF,55,64,2.5,35.9,14.7,50.2,18.02,11.4,6.55,8.304,5.214,2.731,0.359,CAN,Advanced Economies,2128
50,Canada,1985,MF,15,24,0.2,4.6,2.86,79.89,24.7,15.31,3.51,10.368,5.936,4.056,0.376,CAN,Advanced Economies,4516
50,Canada,1985,MF,25,34,0.34,4.72,2.37,69.82,31.26,25.12,11.9,11.189,5.909,4.54,0.741,CAN,Advanced Economies,4667
50,Canada,1985,MF,35,44,0.45,11.37,4.51,62.04,27.74,26.13,13.29,10.817,5.767,4.262,0.788,CAN,Advanced Economies,3606
50,Canada,1985,MF,45,54,1.14,23.88,8.92,58.36,23.19,16.62,8.44,9.427,5.482,3.444,0.501,CAN,Advanced Economies,2555
50,Canada,1985,MF,55,64,1.76,33.86,12.96,52.53,19.26,11.85,5.53,8.48,5.267,2.865,0.348,CAN,Advanced Economies,2345
50,Canada,1990,MF,15,24,0.15,3.63,2.3,77.95,25.37,18.27,4.34,10.599,5.951,4.196,0.452,CAN,Advanced Economies,4062
50,Canada,1990,MF,25,34,0.34,3.5,1.73,69.86,35.47,26.3,13.66,11.463,5.927,4.738,0.799,CAN,Advanced Economies,5120
50,Canada,1990,MF,35,44,0.39,6.57,2.74,65.17,30.5,27.88,14.61,11.254,5.862,4.543,0.85,CAN,Advanced Economies,4344
50,Canada,1990,MF,45,54,0.76,16.3,5.92,61.19,25.98,21.74,11.91,10.236,5.643,3.92,0.673,CAN,Advanced Economies,2902
50,Canada,1990,MF,55,64,1.64,28.77,10.46,56.28,21.27,13.3,6.99,8.883,5.352,3.125,0.406,CAN,Advanced Economies,2419
50,Canada,1995,MF,15,24,0.21,3.63,2.1,71.26,27.07,24.91,5.72,10.999,5.942,4.444,0.613,CAN,Advanced Economies,3989
50,Canada,1995,MF,25,34,0.34,2.98,1.4,65.9,37,30.78,17.03,11.823,5.933,4.934,0.956,CAN,Advanced Economies,4810
50,Canada,1995,MF,35,44,0.46,4.86,2.05,66.35,34.14,28.33,15.45,11.478,5.888,4.715,0.876,CAN,Advanced Economies,4877
50,Canada,1995,MF,45,54,0.69,10.09,3.74,62.95,29.5,26.27,14.52,10.934,5.768,4.35,0.816,CAN,Advanced Economies,3642
50,Canada,1995,MF,55,64,1.67,23.29,8.36,58.07,22.92,16.97,9.36,9.426,5.452,3.448,0.526,CAN,Advanced Economies,2502
50,Canada,2000,MF,15,24,0.14,2.45,1.55,76.71,26.51,20.69,5.72,10.831,5.964,4.338,0.528,CAN,Advanced Economies,4128
50,Canada,2000,MF,25,34,0.31,2.22,1.02,59.94,36.99,37.53,22.66,12.309,5.945,5.16,1.204,CAN,Advanced Economies,4362
50,Canada,2000,MF,35,44,0.45,3.36,1.45,66.59,36.52,29.61,16.99,11.717,5.916,4.87,0.932,CAN,Advanced Economies,5292
50,Canada,2000,MF,45,54,0.65,6.36,2.44,63.76,31.42,29.23,16.57,11.368,5.843,4.609,0.916,CAN,Advanced Economies,4363
50,Canada,2000,MF,55,64,1.28,16.4,5.65,60.21,26.03,22.11,12.86,10.214,5.601,3.914,0.699,CAN,Advanced Economies,2816
50,Canada,2005,MF,15,24,1.26,0.12,0.07,78.91,40.27,19.72,5.86,11.193,5.923,4.758,0.511,CAN,Advanced Economies,4341
50,Canada,2005,MF,25,34,0.17,1.37,0.65,42.3,31.79,56.16,33.9,13.362,5.968,5.592,1.801,CAN,Advanced Economies,4406
50,Canada,2005,MF,35,44,0.28,2.02,0.9,45.8,33.8,51.9,30.5,13.1,5.95,5.502,1.648,CAN,Advanced Economies,5108
50,Canada,2005,MF,45,54,0.43,3.75,1.51,51.51,36.35,44.3,25.27,12.592,5.907,5.294,1.392,CAN,Advanced Economies,4944
50,Canada,2005,MF,55,64,0.66,7.68,2.78,51.55,31.84,40.1,22.98,11.983,5.813,4.908,1.262,CAN,Advanced Economies,3551
50,Canada,2010,MF,15,24,1.16,1.31,0.94,76.11,41.98,21.42,6.31,11.301,5.919,4.828,0.554,CAN,Advanced Economies,4499
50,Canada,2010,MF,25,34,0.33,0.56,0.28,40.56,31.48,58.55,35.34,13.523,5.972,5.674,1.878,CAN,Advanced Economies,4613
50,Canada,2010,MF,35,44,0.21,1.48,0.68,39.88,30.49,58.43,35.27,13.455,5.964,5.617,1.874,CAN,Advanced Economies,4732
50,Canada,2010,MF,45,54,0.33,2.46,1.07,48.86,35.75,48.34,27.74,12.899,5.938,5.439,1.522,CAN,Advanced Economies,5393
50,Canada,2010,MF,55,64,0.52,5.08,1.95,50.94,35.12,43.46,24.64,12.426,5.875,5.189,1.362,CAN,Advanced Economies,4268
50,Canada,2015,MF,15,24,0.1,2.07,1.47,75.93,43.34,21.9,6.68,11.44,5.976,4.892,0.572,CAN,Advanced Economies,4649
50,Canada,2015,MF,25,34,0.97,0.03,0.02,39.72,31.23,59.28,35.78,13.528,5.941,5.685,1.901,CAN,Advanced Economies,5015
50,Canada,2015,MF,35,44,0.16,1.24,0.59,38.3,29.84,60.3,36.4,13.567,5.971,5.662,1.934,CAN,Advanced Economies,4752
50,Canada,2015,MF,45,54,0.27,1.99,0.88,44.72,33.49,53.02,31.2,13.162,5.95,5.527,1.684,CAN,Advanced Economies,5209
50,Canada,2015,MF,55,64,0.43,3.76,1.51,51.6,36.61,44.21,25.23,12.594,5.907,5.299,1.389,CAN,Advanced Economies,4858
51,Costa Rica,1950,MF,15,24,15.93,75.57,20.76,7.29,2.15,1.16,0.53,3.75,3.397,0.32,0.034,CRI,Latin America and the Caribbean,165
51,Costa Rica,1950,MF,25,34,16.8,75,19.1,6.2,2.46,2,1.73,3.725,3.315,0.335,0.075,CRI,Latin America and the Caribbean,132
51,Costa Rica,1950,MF,35,44,20.8,71.2,16.4,6.3,2.4,1.8,1.56,3.508,3.114,0.327,0.067,CRI,Latin America and the Caribbean,106
51,Costa Rica,1950,MF,45,54,21.7,70.6,16.7,6.2,2.4,1.6,1.38,3.461,3.087,0.314,0.06,CRI,Latin America and the Caribbean,84
51,Costa Rica,1950,MF,55,64,27.1,64.9,15.8,6.5,2.52,1.5,1.29,3.277,2.901,0.32,0.056,CRI,Latin America and the Caribbean,60
51,Costa Rica,1955,MF,15,24,12.84,74.66,25.32,10.52,3.05,1.99,0.89,4.283,3.75,0.476,0.058,CRI,Latin America and the Caribbean,184
51,Costa Rica,1955,MF,25,34,16.67,74.52,20.48,6.53,2.53,2.28,1.96,3.824,3.379,0.361,0.085,CRI,Latin America and the Caribbean,141
51,Costa Rica,1955,MF,35,44,19.77,71.8,18.18,6.39,2.49,2.04,1.77,3.625,3.205,0.344,0.076,CRI,Latin America and the Caribbean,121
51,Costa Rica,1955,MF,45,54,22.09,69.86,16.82,6.26,2.4,1.78,1.54,3.475,3.083,0.325,0.066,CRI,Latin America and the Caribbean,90
51,Costa Rica,1955,MF,55,64,26.09,66.1,16.24,6.23,2.41,1.58,1.35,3.312,2.939,0.314,0.059,CRI,Latin America and the Caribbean,66
51,Costa Rica,1960,MF,15,24,13.95,71.31,24.9,12.52,3.61,2.22,1.01,4.393,3.77,0.558,0.065,CRI,Latin America and the Caribbean,213
51,Costa Rica,1960,MF,25,34,14.86,74.14,22.33,7.86,2.99,3.14,2.63,4.123,3.554,0.453,0.116,CRI,Latin America and the Caribbean,161
51,Costa Rica,1960,MF,35,44,19.23,71.73,19.28,6.65,2.64,2.39,2.06,3.733,3.272,0.372,0.089,CRI,Latin America and the Caribbean,127
51,Costa Rica,1960,MF,45,54,22.49,69,17.26,6.46,2.46,2.05,1.77,3.52,3.098,0.345,0.076,CRI,Latin America and the Caribbean,100
51,Costa Rica,1960,MF,55,64,25.31,66.7,16.41,6.23,2.41,1.76,1.51,3.361,2.973,0.323,0.065,CRI,Latin America and the Caribbean,73
51,Costa Rica,1965,MF,15,24,10.4,70.6,28.3,16.64,4.83,2.32,1.02,4.883,4.104,0.712,0.067,CRI,Latin America and the Caribbean,261
51,Costa Rica,1965,MF,25,34,16.7,69.8,22.4,9.3,3.57,4.2,3.47,4.29,3.576,0.56,0.153,CRI,Latin America and the Caribbean,180
51,Costa Rica,1965,MF,35,44,18.7,71.2,20.1,7.1,2.75,2.9,2.49,3.86,3.339,0.413,0.108,CRI,Latin America and the Caribbean,137
51,Costa Rica,1965,MF,45,54,22.9,67.9,17.6,6.8,2.65,2.4,2.09,3.584,3.117,0.377,0.09,CRI,Latin America and the Caribbean,115
51,Costa Rica,1965,MF,55,64,24.5,67.2,16.5,6.3,2.42,2,1.72,3.421,3.009,0.337,0.074,CRI,Latin America and the Caribbean,79
51,Costa Rica,1970,MF,15,24,10.36,70.68,20.3,16.71,5.13,2.27,0.99,4.651,3.868,0.717,0.065,CRI,Latin America and the Caribbean,346
51,Costa Rica,1970,MF,25,34,16.4,69.8,15,9.3,3.6,4.2,3.31,4.065,3.354,0.561,0.15,CRI,Latin America and the Caribbean,209
51,Costa Rica,1970,MF,35,44,18.7,71.3,12.3,7.1,2.7,2.9,2.44,3.627,3.108,0.412,0.107,CRI,Latin America and the Caribbean,157
51,Costa Rica,1970,MF,45,54,22.9,67.9,10.2,6.8,2.7,2.4,2.07,3.362,2.895,0.378,0.089,CRI,Latin America and the Caribbean,120
51,Costa Rica,1970,MF,55,64,24.5,67.2,8.4,6.3,2.4,2,1.73,3.178,2.766,0.337,0.075,CRI,Latin America and the Caribbean,89
51,Costa Rica,1975,MF,15,24,4.26,61.67,32.71,29.08,10.41,4.95,2.04,6.341,4.873,1.328,0.14,CRI,Latin America and the Caribbean,438
51,Costa Rica,1975,MF,25,34,9.5,65.3,22.1,16.6,7.3,8.6,6.49,5.51,4.134,1.074,0.302,CRI,Latin America and the Caribbean,257
51,Costa Rica,1975,MF,35,44,16.1,68.1,17.9,9.9,4.1,5.9,4.88,4.418,3.528,0.674,0.216,CRI,Latin America and the Caribbean,176
51,Costa Rica,1975,MF,45,54,18.1,70.2,16.1,7.7,3.4,4,3.43,3.939,3.291,0.499,0.149,CRI,Latin America and the Caribbean,131
51,Costa Rica,1975,MF,55,64,23.1,66.4,13.4,7.3,3.3,3.1,2.69,3.574,3.018,0.44,0.116,CRI,Latin America and the Caribbean,104
51,Costa Rica,1980,MF,15,24,1.83,54.4,36.3,33.63,12.84,10.13,5.05,7.423,5.347,1.772,0.304,CRI,Latin America and the Caribbean,535
51,Costa Rica,1980,MF,25,34,6.96,62.63,34.89,20.85,9.63,9.56,7.65,6.39,4.75,1.296,0.344,CRI,Latin America and the Caribbean,341
51,Costa Rica,1980,MF,35,44,12.54,65.91,27.56,13.79,6.05,7.75,6.36,5.302,4.097,0.922,0.282,CRI,Latin America and the Caribbean,208
51,Costa Rica,1980,MF,45,54,17.24,68.55,30.76,9.03,3.92,5.18,4.47,4.633,3.832,0.608,0.193,CRI,Latin America and the Caribbean,153
51,Costa Rica,1980,MF,55,64,20.94,68.07,33.77,7.45,3.4,3.53,3.11,4.315,3.714,0.468,0.133,CRI,Latin America and the Caribbean,112
51,Costa Rica,1985,MF,15,24,1.18,50.52,39.86,37.76,15.69,10.55,6.58,7.926,5.609,1.974,0.343,CRI,Latin America and the Caribbean,588
51,Costa Rica,1985,MF,25,34,2.97,56.71,37.01,26.85,13.28,13.46,11.31,7.47,5.231,1.744,0.495,CRI,Latin America and the Caribbean,446
51,Costa Rica,1985,MF,35,44,9.31,63.49,31.87,17.44,7.95,9.76,8.21,6.022,4.493,1.17,0.359,CRI,Latin America and the Caribbean,260
51,Costa Rica,1985,MF,45,54,16.26,66.6,24.02,10.59,4.63,6.55,5.76,4.731,3.747,0.738,0.246,CRI,Latin America and the Caribbean,175
51,Costa Rica,1985,MF,55,64,18.83,69.16,39.88,7.81,3.63,4.2,3.76,4.668,3.992,0.517,0.159,CRI,Latin America and the Caribbean,125
51,Costa Rica,1990,MF,15,24,2.51,49.9,40.55,34.96,15.07,12.64,8.97,7.984,5.569,1.982,0.432,CRI,Latin America and the Caribbean,584
51,Costa Rica,1990,MF,25,34,1.78,49.98,35.81,32.41,16.95,15.83,13.83,8.165,5.468,2.103,0.593,CRI,Latin America and the Caribbean,543
51,Costa Rica,1990,MF,35,44,6.59,59.63,36.14,21.95,10.63,11.82,10.37,6.806,4.9,1.462,0.444,CRI,Latin America and the Caribbean,343
51,Costa Rica,1990,MF,45,54,12.62,64.11,29.13,14.48,6.73,8.79,7.79,5.533,4.193,1.008,0.332,CRI,Latin America and the Caribbean,206
51,Costa Rica,1990,MF,55,64,17.78,67.09,33.09,9.48,4.42,5.65,5.11,4.784,3.913,0.655,0.215,CRI,Latin America and the Caribbean,146
51,Costa Rica,1995,MF,15,24,4.01,46.34,35.17,34.74,14.76,14.91,11.78,8.041,5.424,2.083,0.534,CRI,Latin America and the Caribbean,626
51,Costa Rica,1995,MF,25,34,2.29,47.61,36.36,33.76,17.93,16.34,14.78,8.336,5.525,2.189,0.622,CRI,Latin America and the Caribbean,601
51,Costa Rica,1995,MF,35,44,3.84,52.7,36.03,28,14.63,15.45,14.03,7.764,5.269,1.905,0.59,CRI,Latin America and the Caribbean,448
51,Costa Rica,1995,MF,45,54,9.02,60.81,32.48,18.69,9.16,11.48,10.44,6.365,4.609,1.318,0.438,CRI,Latin America and the Caribbean,258
51,Costa Rica,1995,MF,55,64,16.47,64.38,24.46,11.63,5.64,7.52,6.91,4.941,3.814,0.838,0.289,CRI,Latin America and the Caribbean,167
51,Costa Rica,2000,MF,15,24,2.36,40.91,31.92,45.83,19.29,10.9,9.64,8.304,5.588,2.305,0.411,CRI,Latin America and the Caribbean,751
51,Costa Rica,2000,MF,25,34,3.1,46.66,34.6,33.57,17.19,16.67,15.5,8.28,5.452,2.184,0.643,CRI,Latin America and the Caribbean,619
51,Costa Rica,2000,MF,35,44,3.59,45.76,34.71,33.74,18.3,16.91,15.78,8.33,5.453,2.224,0.654,CRI,Latin America and the Caribbean,556
51,Costa Rica,2000,MF,45,54,6.03,55.18,34.11,23.6,12.58,15.18,14.23,7.313,5.006,1.719,0.588,CRI,Latin America and the Caribbean,343
51,Costa Rica,2000,MF,55,64,12.69,61.42,27.22,15.54,8.11,10.35,9.69,5.759,4.213,1.146,0.401,CRI,Latin America and the Caribbean,199
51,Costa Rica,2005,MF,15,24,1.15,30.65,23.17,62.12,26.93,6.09,5.24,8.64,5.707,2.707,0.227,CRI,Latin America and the Caribbean,857
51,Costa Rica,2005,MF,25,34,2,38.33,27.41,37.49,19.28,22.17,20.56,9.026,5.553,2.619,0.855,CRI,Latin America and the Caribbean,672
51,Costa Rica,2005,MF,35,44,2.33,44.11,33.86,34.72,18.13,18.84,17.56,8.627,5.553,2.346,0.728,CRI,Latin America and the Caribbean,619
51,Costa Rica,2005,MF,45,54,3.45,46.78,32.26,31.85,17.47,17.92,16.78,8.253,5.358,2.201,0.694,CRI,Latin America and the Caribbean,450
51,Costa Rica,2005,MF,55,64,7.49,56.01,30.28,20.74,11.06,15.77,14.78,7.021,4.779,1.632,0.611,CRI,Latin America and the Caribbean,251
51,Costa Rica,2010,MF,15,24,1.14,38.93,31.9,52.36,30.31,7.57,6.68,8.561,5.721,2.555,0.285,CRI,Latin America and the Caribbean,883
51,Costa Rica,2010,MF,25,34,2.02,41.67,30.39,31.24,21.43,25.07,23.19,9.125,5.54,2.619,0.965,CRI,Latin America and the Caribbean,775
51,Costa Rica,2010,MF,35,44,3.27,53.06,39.35,23.83,15.96,19.84,18.45,8.184,5.393,2.026,0.766,CRI,Latin America and the Caribbean,626
51,Costa Rica,2010,MF,45,54,3.69,51.94,39.54,26.57,18.8,17.8,16.61,8.158,5.407,2.063,0.688,CRI,Latin America and the Caribbean,550
51,Costa Rica,2010,MF,55,64,5.92,57.75,35.87,18.81,12.54,17.52,16.42,7.359,4.989,1.691,0.679,CRI,Latin America and the Caribbean,330
51,Costa Rica,2015,MF,15,24,0.47,24.5,23.46,60.35,24.34,14.69,6.51,9.396,5.941,3.031,0.424,CRI,Latin America and the Caribbean,822
51,Costa Rica,2015,MF,25,34,6.94,23.76,18.18,40.97,20.28,28.33,18.52,9.405,5.416,3.051,0.937,CRI,Latin America and the Caribbean,825
51,Costa Rica,2015,MF,35,44,12.7,30.28,22.22,34.76,14.45,22.25,16.98,8.225,4.996,2.444,0.785,CRI,Latin America and the Caribbean,653
51,Costa Rica,2015,MF,45,54,15.71,32.8,24.64,32.07,14.94,19.42,15.53,7.744,4.813,2.232,0.699,CRI,Latin America and the Caribbean,613
51,Costa Rica,2015,MF,55,64,20.97,34,23.72,24.83,13.27,20.2,15.25,7.163,4.434,2.021,0.709,CRI,Latin America and the Caribbean,442
53,Dominican Rep.,1950,MF,15,24,37.1,59.02,17.83,3.23,0.51,0.65,0.14,2.733,2.539,0.179,0.016,DOM,Latin America and the Caribbean,473
53,Dominican Rep.,1950,MF,25,34,43.4,53.1,13.8,2.7,0.52,0.8,0.4,2.407,2.217,0.166,0.024,DOM,Latin America and the Caribbean,313
53,Dominican Rep.,1950,MF,35,44,43.4,53.1,13.8,2.7,0.52,0.8,0.41,2.408,2.217,0.166,0.024,DOM,Latin America and the Caribbean,210
53,Dominican Rep.,1950,MF,45,54,43.4,53.1,13.8,2.7,0.55,0.8,0.41,2.408,2.217,0.167,0.024,DOM,Latin America and the Caribbean,142
53,Dominican Rep.,1950,MF,55,64,43.46,53.17,13.82,2.6,0.53,0.77,0.39,2.395,2.212,0.16,0.023,DOM,Latin America and the Caribbean,92
53,Dominican Rep.,1955,MF,15,24,33.63,62.49,18.95,3.19,0.51,0.69,0.15,2.872,2.676,0.179,0.017,DOM,Latin America and the Caribbean,538
53,Dominican Rep.,1955,MF,25,34,43.4,53.1,13.8,2.7,0.54,0.8,0.39,2.407,2.217,0.167,0.024,DOM,Latin America and the Caribbean,374
53,Dominican Rep.,1955,MF,35,44,43.4,53.1,13.8,2.7,0.52,0.8,0.42,2.408,2.217,0.166,0.024,DOM,Latin America and the Caribbean,247
53,Dominican Rep.,1955,MF,45,54,43.4,53.1,13.8,2.7,0.53,0.8,0.41,2.408,2.217,0.167,0.024,DOM,Latin America and the Caribbean,164
53,Dominican Rep.,1955,MF,55,64,43.4,53.1,13.8,2.7,0.55,0.8,0.4,2.408,2.217,0.167,0.024,DOM,Latin America and the Caribbean,104
53,Dominican Rep.,1960,MF,15,24,19.35,75.82,21.01,3.99,0.73,0.79,0.16,3.433,3.192,0.222,0.019,DOM,Latin America and the Caribbean,611
53,Dominican Rep.,1960,MF,25,34,43.4,53.1,13.8,2.7,0.55,0.8,0.38,2.408,2.217,0.167,0.024,DOM,Latin America and the Caribbean,440
53,Dominican Rep.,1960,MF,35,44,43.4,53.1,13.8,2.7,0.52,0.8,0.42,2.408,2.217,0.166,0.024,DOM,Latin America and the Caribbean,298
53,Dominican Rep.,1960,MF,45,54,43.4,53.1,13.8,2.7,0.52,0.8,0.41,2.408,2.217,0.166,0.024,DOM,Latin America and the Caribbean,193
53,Dominican Rep.,1960,MF,55,64,43.4,53.1,13.8,2.7,0.55,0.8,0.4,2.408,2.217,0.167,0.024,DOM,Latin America and the Caribbean,120
53,Dominican Rep.,1965,MF,15,24,19.44,64.89,11.58,14.24,2.58,1.43,0.22,3.975,3.235,0.707,0.033,DOM,Latin America and the Caribbean,705
53,Dominican Rep.,1965,MF,25,34,31.58,58.65,8.43,8.29,1.79,1.47,0.42,3.092,2.598,0.456,0.038,DOM,Latin America and the Caribbean,499
53,Dominican Rep.,1965,MF,35,44,43.05,49.35,6.95,6.39,1.27,1.21,0.43,2.532,2.145,0.354,0.033,DOM,Latin America and the Caribbean,357
53,Dominican Rep.,1965,MF,45,54,47.49,45.61,6.61,5.82,1.12,1.08,0.38,2.33,1.981,0.32,0.029,DOM,Latin America and the Caribbean,231
53,Dominican Rep.,1965,MF,55,64,51.59,42.15,6.27,5.3,1.04,0.97,0.39,2.146,1.828,0.291,0.027,DOM,Latin America and the Caribbean,142
53,Dominican Rep.,1970,MF,15,24,20.44,53.34,7.64,24.18,5.8,2.04,0.28,4.654,3.403,1.205,0.046,DOM,Latin America and the Caribbean,848
53,Dominican Rep.,1970,MF,25,34,25.6,56.2,5.6,15.8,3.5,2.5,0.64,3.867,2.952,0.852,0.063,DOM,Latin America and the Caribbean,564
53,Dominican Rep.,1970,MF,35,44,37.1,49.4,4.3,11.7,2.4,1.9,0.64,3.108,2.427,0.63,0.051,DOM,Latin America and the Caribbean,420
53,Dominican Rep.,1970,MF,45,54,49.4,39.2,3.5,9.9,1.9,1.5,0.56,2.53,1.965,0.524,0.041,DOM,Latin America and the Caribbean,281
53,Dominican Rep.,1970,MF,55,64,56.4,33.1,3.3,9.3,1.8,1.3,0.43,2.249,1.728,0.486,0.035,DOM,Latin America and the Caribbean,169
53,Dominican Rep.,1975,MF,15,24,19.41,45.72,9.99,30.79,6.09,4.07,0.57,5.454,3.763,1.598,0.093,DOM,Latin America and the Caribbean,1052
53,Dominican Rep.,1975,MF,25,34,22.4,55.79,9.05,18.82,4.41,2.99,0.77,4.349,3.254,1.02,0.075,DOM,Latin America and the Caribbean,645
53,Dominican Rep.,1975,MF,35,44,30.95,52.97,6.3,13.87,3.06,2.22,0.64,3.549,2.743,0.749,0.057,DOM,Latin America and the Caribbean,479
53,Dominican Rep.,1975,MF,45,54,42.57,44.82,4.18,10.89,2.24,1.72,0.6,2.857,2.226,0.584,0.046,DOM,Latin America and the Caribbean,338
53,Dominican Rep.,1975,MF,55,64,52.38,36.57,3.46,9.64,1.91,1.41,0.5,2.411,1.864,0.509,0.038,DOM,Latin America and the Caribbean,205
53,Dominican Rep.,1980,MF,15,24,16.56,40.44,12.16,36.61,8.15,6.39,0.91,6.314,4.158,2.011,0.146,DOM,Latin America and the Caribbean,1263
53,Dominican Rep.,1980,MF,25,34,18.77,52.55,11.29,23.19,5.91,5.49,1.41,5.149,3.636,1.375,0.138,DOM,Latin America and the Caribbean,770
53,Dominican Rep.,1980,MF,35,44,25.57,56.14,8.37,15.78,3.62,2.5,0.64,3.949,3.032,0.854,0.063,DOM,Latin America and the Caribbean,538
53,Dominican Rep.,1980,MF,45,54,37.06,49.35,5.18,11.69,2.52,1.9,0.63,3.133,2.451,0.632,0.051,DOM,Latin America and the Caribbean,397
53,Dominican Rep.,1980,MF,55,64,49.4,39.2,4.07,9.9,2,1.5,0.56,2.549,1.982,0.526,0.041,DOM,Latin America and the Caribbean,218
53,Dominican Rep.,1985,MF,15,24,12.37,39.06,12.42,39.76,9.79,8.81,1.27,6.975,4.459,2.315,0.202,DOM,Latin America and the Caribbean,1425
