BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,WBcode,region_code,pop
1,Algeria,1950,MF,15,24,83.97,14.66,3.95,1.17,0.41,0.2,0.08,0.719,0.64,0.073,0.005,DZA,Middle East and North Africa,1632
1,Algeria,1950,MF,25,34,81.35,16.49,3.93,1.76,0.64,0.4,0.25,0.873,0.742,0.118,0.013,DZA,Middle East and North Africa,1204
1,Algeria,1950,MF,35,44,80.14,17.86,3.36,1.65,0.51,0.35,0.25,0.875,0.757,0.106,0.012,DZA,Middle East and North Africa,889
1,Algeria,1950,MF,45,54,78.34,19.8,3.2,1.56,0.47,0.3,0.21,0.91,0.802,0.098,0.01,DZA,Middle East and North Africa,652
1,Algeria,1950,MF,55,64,76.49,21.85,3.07,1.36,0.4,0.3,0.21,0.944,0.847,0.087,0.01,DZA,Middle East and North Africa,481
1,Algeria,1955,MF,15,24,83.79,14.58,2.91,1.59,0.58,0.05,0.02,0.708,0.622,0.084,0.001,DZA,Middle East and North Africa,1817
1,Algeria,1955,MF,25,34,81.4,16.2,4.3,1.9,0.7,0.4,0.25,0.891,0.753,0.125,0.013,DZA,Middle East and North Africa,1330
1,Algeria,1955,MF,35,44,81.2,16.8,3.5,1.6,0.4,0.4,0.28,0.847,0.729,0.104,0.014,DZA,Middle East and North Africa,969
1,Algeria,1955,MF,45,54,78.9,19.1,3.2,1.7,0.4,0.3,0.21,0.9,0.789,0.101,0.01,DZA,Middle East and North Africa,696
1,Algeria,1955,MF,55,64,77.6,20.6,3.2,1.4,0.3,0.3,0.21,0.912,0.816,0.086,0.01,DZA,Middle East and North Africa,490
1,Algeria,1960,MF,15,24,78.57,15.98,3.63,5.14,1.72,0.31,0.12,1.203,0.915,0.279,0.009,DZA,Middle East and North Africa,1976
1,Algeria,1960,MF,25,34,84.17,13.42,3.4,2.05,0.89,0.36,0.22,0.795,0.649,0.134,0.012,DZA,Middle East and North Africa,1433
1,Algeria,1960,MF,35,44,84.7,13.29,3.01,1.63,0.58,0.38,0.26,0.732,0.61,0.109,0.013,DZA,Middle East and North Africa,1031
1,Algeria,1960,MF,45,54,85.12,13.2,2.34,1.36,0.43,0.31,0.21,0.666,0.567,0.089,0.01,DZA,Middle East and North Africa,729
1,Algeria,1960,MF,55,64,84.92,13.71,2.15,1.14,0.38,0.23,0.16,0.64,0.558,0.074,0.008,DZA,Middle East and North Africa,489
1,Algeria,1965,MF,15,24,67.62,22.91,7.08,8.94,3.73,0.47,0.17,1.98,1.465,0.503,0.013,DZA,Middle East and North Africa,2159
1,Algeria,1965,MF,25,34,83.7,12.9,3.13,2.8,1.43,0.6,0.36,0.901,0.685,0.197,0.019,DZA,Middle East and North Africa,1521
1,Algeria,1965,MF,35,44,87.4,10.5,2.95,1.7,0.65,0.4,0.27,0.658,0.529,0.116,0.013,DZA,Middle East and North Africa,1074
1,Algeria,1965,MF,45,54,90.4,8.1,1.78,1.2,0.39,0.3,0.2,0.477,0.386,0.081,0.01,DZA,Middle East and North Africa,742
1,Algeria,1965,MF,55,64,92.2,6.9,1.35,0.8,0.31,0.2,0.14,0.369,0.307,0.055,0.007,DZA,Middle East and North Africa,486
1,Algeria,1970,MF,15,24,52.9,31.2,10.19,15.4,8.14,0.4,0.11,3.088,2.19,0.888,0.01,DZA,Middle East and North Africa,2416
1,Algeria,1970,MF,25,34,77.3,17.5,5.03,4.5,2.8,0.6,0.36,1.307,0.982,0.306,0.019,DZA,Middle East and North Africa,1501
1,Algeria,1970,MF,35,44,83.8,13.9,3.68,1.8,0.76,0.3,0.2,0.779,0.653,0.116,0.01,DZA,Middle East and North Africa,1202
1,Algeria,1970,MF,45,54,88.2,10.5,2.35,1.1,0.39,0.2,0.14,0.54,0.463,0.07,0.007,DZA,Middle East and North Africa,782
1,Algeria,1970,MF,55,64,90.2,9,1.81,0.6,0.23,0.1,0.07,0.408,0.366,0.038,0.003,DZA,Middle East and North Africa,630
1,Algeria,1975,MF,15,24,38.74,41.15,5.3,18.81,10.14,1.29,0.44,3.782,2.6,1.147,0.035,DZA,Middle East and North Africa,2968
1,Algeria,1975,MF,25,34,63.47,25.49,3.8,10.3,7.43,0.74,0.43,2.251,1.541,0.687,0.023,DZA,Middle East and North Africa,1753
1,Algeria,1975,MF,35,44,80.81,15.62,3.02,3.09,1.63,0.49,0.32,0.996,0.774,0.206,0.016,DZA,Middle East and North Africa,1368
1,Algeria,1975,MF,45,54,86.17,12.14,3.22,1.44,0.56,0.26,0.17,0.663,0.562,0.092,0.009,DZA,Middle East and North Africa,952
1,Algeria,1975,MF,55,64,89.14,9.83,2.05,0.88,0.31,0.16,0.1,0.479,0.418,0.055,0.005,DZA,Middle East and North Africa,682
1,Algeria,1980,MF,15,24,29.46,43.26,4.93,24.62,13.13,2.66,0.91,4.719,3.083,1.565,0.071,DZA,Middle East and North Africa,3639
1,Algeria,1980,MF,25,34,45.79,37.19,4.93,15.34,11.38,1.68,0.98,3.411,2.285,1.073,0.053,DZA,Middle East and North Africa,2303
1,Algeria,1980,MF,35,44,77.04,17.86,3.08,4.21,2.64,0.89,0.59,1.274,0.934,0.31,0.03,DZA,Middle East and North Africa,1494
1,Algeria,1980,MF,45,54,84.58,13.41,3.11,1.66,0.74,0.35,0.23,0.74,0.616,0.113,0.012,DZA,Middle East and North Africa,1220
1,Algeria,1980,MF,55,64,88.2,10.5,2.51,1.1,0.41,0.2,0.13,0.545,0.468,0.07,0.007,DZA,Middle East and North Africa,776
1,Algeria,1985,MF,15,24,18.9,43.02,22.19,34.41,18.79,3.67,1.36,6.538,4.241,2.197,0.101,DZA,Middle East and North Africa,4469
1,Algeria,1985,MF,25,34,34.17,44.31,16.91,17.73,13.36,3.78,2.32,4.625,3.128,1.375,0.122,DZA,Middle East and North Africa,2918
1,Algeria,1985,MF,35,44,64.22,25.51,8.63,8.85,6.43,1.42,0.98,2.334,1.64,0.646,0.048,DZA,Middle East and North Africa,1674
1,Algeria,1985,MF,45,54,81.71,15.04,3.83,2.68,1.47,0.56,0.39,0.97,0.761,0.191,0.019,DZA,Middle East and North Africa,1397
1,Algeria,1985,MF,55,64,86.93,11.51,3.28,1.3,0.54,0.26,0.18,0.632,0.537,0.086,0.009,DZA,Middle East and North Africa,892
1,Algeria,1990,MF,15,24,15.35,41.08,20.91,38.96,21.66,4.62,1.73,7.132,4.474,2.531,0.127,DZA,Middle East and North Africa,5159
1,Algeria,1990,MF,25,34,24.72,46.45,20.86,22.93,17.61,5.9,3.63,5.799,3.749,1.859,0.191,DZA,Middle East and North Africa,3569
1,Algeria,1990,MF,35,44,47.97,36.23,13.17,13.19,9.87,2.62,1.82,3.526,2.43,1.007,0.089,DZA,Middle East and North Africa,2234
1,Algeria,1990,MF,45,54,76.5,18.39,5.53,3.78,2.48,1.33,0.93,1.387,1.024,0.318,0.045,DZA,Middle East and North Africa,1426
1,Algeria,1990,MF,55,64,85.46,12.68,3.37,1.45,0.67,0.42,0.29,0.715,0.593,0.107,0.014,DZA,Middle East and North Africa,1105
1,Algeria,1995,MF,15,24,11.76,43.11,30.63,40.23,23.06,4.9,1.9,7.7,4.92,2.644,0.136,DZA,Middle East and North Africa,5967
1,Algeria,1995,MF,25,34,18.2,46.48,23.52,27.67,21.51,7.66,4.74,6.755,4.219,2.288,0.248,DZA,Middle East and North Africa,4351
1,Algeria,1995,MF,35,44,38.44,42.2,16.04,14.83,11.24,4.53,3.16,4.311,2.909,1.248,0.154,DZA,Middle East and North Africa,2824
1,Algeria,1995,MF,45,54,64.8,25.84,8.71,6.93,5.17,2.42,1.7,2.282,1.598,0.602,0.083,DZA,Middle East and North Africa,1601
1,Algeria,1995,MF,55,64,82.97,14.23,3.62,2.12,1.18,0.67,0.47,0.893,0.703,0.167,0.023,DZA,Middle East and North Africa,1272
1,Algeria,2000,MF,15,24,8.66,54.09,39.51,30.25,17.42,7,2.81,7.27,5.043,2.031,0.196,DZA,Middle East and North Africa,6886
1,Algeria,2000,MF,25,34,16.22,45.13,27.44,29.87,23.45,8.78,5.46,7.293,4.496,2.513,0.285,DZA,Middle East and North Africa,5012
1,Algeria,2000,MF,35,44,30.23,45.01,20.54,18.42,14.1,6.33,4.43,5.269,3.452,1.603,0.215,DZA,Middle East and North Africa,3456
1,Algeria,2000,MF,45,54,51.18,34.81,12.76,10,7.63,4.01,2.82,3.314,2.268,0.91,0.137,DZA,Middle East and North Africa,2139
1,Algeria,2000,MF,55,64,75.59,19.26,5.93,3.15,2.13,2,1.39,1.462,1.064,0.329,0.068,DZA,Middle East and North Africa,1300
1,Algeria,2005,MF,15,24,5.56,55.67,42.35,27.95,16.55,10.83,4.08,7.549,5.267,1.984,0.298,DZA,Middle East and North Africa,7424
1,Algeria,2005,MF,25,34,12.06,49.36,35.22,26.38,20.94,12.21,7.55,7.785,4.852,2.538,0.395,DZA,Middle East and North Africa,5797
1,Algeria,2005,MF,35,44,25.6,47.89,24.36,19.16,14.83,7.36,5.13,5.734,3.758,1.726,0.25,DZA,Middle East and North Africa,4222
1,Algeria,2005,MF,45,54,44.79,39.06,14.91,10.51,8.11,5.64,3.95,3.839,2.588,1.059,0.192,DZA,Middle East and North Africa,2709
1,Algeria,2005,MF,55,64,65.73,26.3,8.89,4.06,3.03,3.92,2.73,2.195,1.534,0.527,0.133,DZA,Middle East and North Africa,1468
1,Algeria,2010,MF,15,24,6.08,43.26,27.87,34.67,20.83,15.99,5.9,8.236,5.174,2.624,0.438,DZA,Middle East and North Africa,7254
1,Algeria,2010,MF,25,34,8.6,51.11,36.79,23.77,19.16,16.52,10.21,8.049,5.055,2.46,0.535,DZA,Middle East and North Africa,6738
1,Algeria,2010,MF,35,44,19.42,48,29.45,23.99,18.84,8.59,5.98,6.696,4.278,2.126,0.291,DZA,Middle East and North Africa,4894
1,Algeria,2010,MF,45,54,33.89,44.08,20.28,15.42,12.08,6.61,4.62,4.919,3.253,1.442,0.225,DZA,Middle East and North Africa,3339
1,Algeria,2010,MF,55,64,53.18,33.95,12.5,7.92,6.13,4.95,3.43,3.181,2.166,0.847,0.168,DZA,Middle East and North Africa,1981
1,Algeria,2015,MF,15,24,4.51,30.53,17.4,42.29,25.77,23.13,8.41,9.302,4.954,3.718,0.631,DZA,Middle East and North Africa,6615
1,Algeria,2015,MF,25,34,5.2,48.06,32.63,24.1,19.49,22.86,13.94,8.654,5.238,2.679,0.736,DZA,Middle East and North Africa,7328
1,Algeria,2015,MF,35,44,12.47,49.38,35.25,26.34,20.76,12.26,8.42,7.803,4.855,2.535,0.414,DZA,Middle East and North Africa,5507
1,Algeria,2015,MF,45,54,26.05,47.89,24.36,19.16,15.06,7.36,5.07,5.74,3.758,1.733,0.249,DZA,Middle East and North Africa,3883
1,Algeria,2015,MF,55,64,45.24,39.06,14.91,10.51,8.15,5.64,3.88,3.838,2.588,1.06,0.19,DZA,Middle East and North Africa,2661
3,Benin,1950,MF,15,24,86.84,9.63,4.01,3.37,0.58,0.16,0.06,0.789,0.621,0.164,0.005,BEN,Sub-Saharan Africa,317
3,Benin,1950,MF,25,34,89.2,8.3,2.93,2.2,0.8,0.3,0.19,0.63,0.487,0.133,0.01,BEN,Sub-Saharan Africa,239
3,Benin,1950,MF,35,44,89.3,8.31,2.62,2.11,0.77,0.29,0.2,0.609,0.472,0.127,0.01,BEN,Sub-Saharan Africa,180
3,Benin,1950,MF,45,54,94.5,4.32,1.25,1.06,0.38,0.13,0.09,0.306,0.238,0.063,0.004,BEN,Sub-Saharan Africa,163
3,Benin,1950,MF,55,64,99.44,0.32,0.09,0.24,0.09,0.02,0.01,0.042,0.028,0.014,0.001,BEN,Sub-Saharan Africa,205
3,Benin,1955,MF,15,24,85.59,10.65,4.58,3.6,0.59,0.16,0.06,0.86,0.682,0.173,0.004,BEN,Sub-Saharan Africa,350
3,Benin,1955,MF,25,34,89.2,8.3,3.01,2.2,0.8,0.3,0.18,0.632,0.489,0.133,0.01,BEN,Sub-Saharan Africa,255
3,Benin,1955,MF,35,44,89.2,8.3,2.7,2.2,0.8,0.3,0.21,0.623,0.48,0.133,0.01,BEN,Sub-Saharan Africa,192
3,Benin,1955,MF,45,54,89.5,8.33,2.47,1.91,0.7,0.26,0.18,0.579,0.454,0.116,0.009,BEN,Sub-Saharan Africa,150
3,Benin,1955,MF,55,64,99.25,0.45,0.12,0.3,0.11,0.02,0.01,0.054,0.036,0.017,0.001,BEN,Sub-Saharan Africa,168
3,Benin,1960,MF,15,24,84.15,11.8,5.31,3.89,0.62,0.16,0.06,0.946,0.756,0.185,0.004,BEN,Sub-Saharan Africa,393
3,Benin,1960,MF,25,34,89.2,8.3,3.14,2.2,0.8,0.3,0.18,0.636,0.493,0.133,0.01,BEN,Sub-Saharan Africa,276
3,Benin,1960,MF,35,44,89.2,8.3,2.81,2.2,0.8,0.3,0.2,0.627,0.483,0.133,0.01,BEN,Sub-Saharan Africa,207
3,Benin,1960,MF,45,54,89.3,8.31,2.57,2.11,0.77,0.29,0.2,0.607,0.47,0.127,0.01,BEN,Sub-Saharan Africa,154
3,Benin,1960,MF,55,64,94.36,4.44,1.29,1.08,0.39,0.13,0.09,0.313,0.245,0.064,0.004,BEN,Sub-Saharan Africa,130
3,Benin,1965,MF,15,24,82.1,13.35,6.4,4.4,0.65,0.16,0.06,1.077,0.866,0.207,0.004,BEN,Sub-Saharan Africa,453
3,Benin,1965,MF,25,34,89.2,8.3,3.33,2.2,0.8,0.3,0.18,0.642,0.499,0.133,0.01,BEN,Sub-Saharan Africa,309
3,Benin,1965,MF,35,44,89.2,8.3,2.98,2.2,0.8,0.3,0.2,0.632,0.489,0.133,0.01,BEN,Sub-Saharan Africa,223
3,Benin,1965,MF,45,54,89.2,8.3,2.72,2.2,0.8,0.3,0.2,0.624,0.481,0.133,0.01,BEN,Sub-Saharan Africa,167
3,Benin,1965,MF,55,64,89.5,8.33,2.54,1.92,0.7,0.26,0.18,0.581,0.457,0.116,0.009,BEN,Sub-Saharan Africa,122
3,Benin,1970,MF,15,24,79.68,14.92,7.63,5.25,0.73,0.16,0.06,1.248,1.001,0.243,0.004,BEN,Sub-Saharan Africa,542
3,Benin,1970,MF,25,34,89.2,8.3,3.55,2.2,0.8,0.3,0.18,0.648,0.505,0.133,0.01,BEN,Sub-Saharan Africa,351
3,Benin,1970,MF,35,44,89.2,8.3,3.17,2.2,0.8,0.3,0.2,0.637,0.494,0.133,0.01,BEN,Sub-Saharan Africa,244
3,Benin,1970,MF,45,54,89.2,8.3,2.89,2.2,0.8,0.3,0.2,0.629,0.486,0.133,0.01,BEN,Sub-Saharan Africa,182
3,Benin,1970,MF,55,64,89.29,8.31,2.69,2.11,0.77,0.29,0.19,0.611,0.474,0.128,0.01,BEN,Sub-Saharan Africa,126
3,Benin,1975,MF,15,24,77.16,15.93,8.73,6.75,0.86,0.16,0.06,1.466,1.155,0.307,0.004,BEN,Sub-Saharan Africa,641
3,Benin,1975,MF,25,34,89.2,8.3,3.8,2.2,0.8,0.3,0.18,0.655,0.513,0.133,0.01,BEN,Sub-Saharan Africa,410
3,Benin,1975,MF,35,44,89.2,8.3,3.4,2.2,0.8,0.3,0.2,0.644,0.501,0.133,0.01,BEN,Sub-Saharan Africa,276
3,Benin,1975,MF,45,54,89.2,8.3,3.1,2.2,0.8,0.3,0.2,0.635,0.492,0.133,0.01,BEN,Sub-Saharan Africa,198
3,Benin,1975,MF,55,64,89.2,8.3,2.88,2.2,0.8,0.3,0.2,0.628,0.485,0.133,0.01,BEN,Sub-Saharan Africa,138
3,Benin,1980,MF,15,24,69.85,16.77,9.74,13.2,3.46,0.24,0.09,2.256,1.601,0.648,0.007,BEN,Sub-Saharan Africa,718
3,Benin,1980,MF,25,34,89.2,8.3,4.07,2.2,0.8,0.3,0.17,0.664,0.521,0.133,0.01,BEN,Sub-Saharan Africa,499
3,Benin,1980,MF,35,44,89.2,8.3,3.64,2.2,0.8,0.3,0.2,0.651,0.508,0.133,0.01,BEN,Sub-Saharan Africa,318
3,Benin,1980,MF,45,54,89.2,8.3,3.32,2.2,0.8,0.3,0.2,0.642,0.499,0.133,0.01,BEN,Sub-Saharan Africa,219
3,Benin,1980,MF,55,64,89.2,8.3,3.09,2.2,0.8,0.3,0.2,0.635,0.492,0.133,0.01,BEN,Sub-Saharan Africa,153
3,Benin,1985,MF,15,24,63.6,19.27,11.98,16.29,6.69,0.84,0.32,2.9,1.965,0.911,0.023,BEN,Sub-Saharan Africa,813
3,Benin,1985,MF,25,34,82.16,10.72,5.61,6.35,2.96,0.77,0.47,1.339,0.917,0.397,0.025,BEN,Sub-Saharan Africa,600
3,Benin,1985,MF,35,44,86.18,9.21,4.31,3.9,1.42,0.71,0.49,0.955,0.682,0.248,0.024,BEN,Sub-Saharan Africa,379
3,Benin,1985,MF,45,54,86.18,9.21,3.93,3.9,1.42,0.71,0.49,0.944,0.671,0.248,0.024,BEN,Sub-Saharan Africa,251
3,Benin,1985,MF,55,64,86.18,9.21,3.65,3.9,1.42,0.71,0.49,0.935,0.663,0.248,0.024,BEN,Sub-Saharan Africa,169
3,Benin,1990,MF,15,24,58.82,24.07,15.77,16.74,9.47,0.38,0.15,3.212,2.222,0.98,0.011,BEN,Sub-Saharan Africa,961
3,Benin,1990,MF,25,34,75.13,11.97,6.63,11.47,7.49,1.43,0.88,2.161,1.332,0.783,0.046,BEN,Sub-Saharan Africa,680
3,Benin,1990,MF,35,44,82.49,10.32,5.11,5.97,2.17,1.22,0.84,1.325,0.894,0.389,0.041,BEN,Sub-Saharan Africa,467
3,Benin,1990,MF,45,54,82.49,10.32,4.66,5.97,2.17,1.22,0.85,1.311,0.881,0.389,0.041,BEN,Sub-Saharan Africa,292
3,Benin,1990,MF,55,64,82.49,10.32,4.34,5.97,2.17,1.22,0.84,1.301,0.871,0.389,0.041,BEN,Sub-Saharan Africa,188
3,Benin,1995,MF,15,24,55.15,27.35,18.77,16.09,9.02,1.4,0.54,3.485,2.433,1.013,0.039,BEN,Sub-Saharan Africa,1165
3,Benin,1995,MF,25,34,64.02,16.99,9.87,17.27,13.98,1.72,1.07,3.232,1.945,1.231,0.056,BEN,Sub-Saharan Africa,811
3,Benin,1995,MF,35,44,76.79,12.31,6.39,9.08,4.12,1.82,1.27,1.891,1.215,0.614,0.062,BEN,Sub-Saharan Africa,588
3,Benin,1995,MF,45,54,80.32,11.54,5.47,6.61,2.41,1.52,1.06,1.493,0.999,0.443,0.052,BEN,Sub-Saharan Africa,360
3,Benin,1995,MF,55,64,83.97,9.85,4.34,5.14,1.87,1.05,0.73,1.167,0.797,0.335,0.035,BEN,Sub-Saharan Africa,222
3,Benin,2000,MF,15,24,51.11,23.9,17.07,23.74,13.36,1.2,0.47,4.193,2.725,1.434,0.033,BEN,Sub-Saharan Africa,1420
3,Benin,2000,MF,25,34,60.85,21.36,12.93,15.27,13.98,2.47,1.54,3.377,2.093,1.203,0.08,BEN,Sub-Saharan Africa,936
3,Benin,2000,MF,35,44,66.6,14.8,8.02,15.9,9.68,2.6,1.82,2.991,1.794,1.108,0.088,BEN,Sub-Saharan Africa,662
3,Benin,2000,MF,45,54,73.8,14.6,7.21,9.1,3.31,2.5,1.76,2.074,1.35,0.638,0.085,BEN,Sub-Saharan Africa,444
3,Benin,2000,MF,55,64,82.7,11,5.05,5.2,1.89,1.1,0.77,1.239,0.86,0.342,0.037,BEN,Sub-Saharan Africa,261
3,Benin,2005,MF,15,24,46.95,20.13,15.21,29.95,16.77,2.97,1.15,5.027,3.035,1.909,0.082,BEN,Sub-Saharan Africa,1733
3,Benin,2005,MF,25,34,58.54,22.3,14.14,16.58,16.19,2.59,1.61,3.657,2.243,1.33,0.084,BEN,Sub-Saharan Africa,1126
3,Benin,2005,MF,35,44,63.48,17.4,9.88,16.74,13.54,2.38,1.66,3.289,1.966,1.242,0.081,BEN,Sub-Saharan Africa,760
3,Benin,2005,MF,45,54,69.84,14.72,7.62,12.88,5.93,2.56,1.79,2.556,1.597,0.872,0.087,BEN,Sub-Saharan Africa,544
3,Benin,2005,MF,55,64,77.58,13.07,6.3,7.44,2.71,1.91,1.32,1.719,1.142,0.512,0.065,BEN,Sub-Saharan Africa,318
3,Benin,2010,MF,15,24,35.47,22.09,17.37,37.49,21.08,4.95,1.88,6.346,3.73,2.479,0.137,BEN,Sub-Saharan Africa,1984
3,Benin,2010,MF,25,34,58.26,16.65,10.95,20.77,20.73,4.32,2.66,4.228,2.333,1.755,0.14,BEN,Sub-Saharan Africa,1408
3,Benin,2010,MF,35,44,60.88,21.38,12.6,15.26,13.98,2.48,1.72,3.371,2.084,1.203,0.084,BEN,Sub-Saharan Africa,896
3,Benin,2010,MF,45,54,66.67,14.81,7.95,15.92,9.7,2.6,1.82,2.992,1.794,1.11,0.088,BEN,Sub-Saharan Africa,620
3,Benin,2010,MF,55,64,73.8,14.6,7.3,9.1,3.31,2.5,1.74,2.076,1.353,0.638,0.085,BEN,Sub-Saharan Africa,397
3,Benin,2015,MF,15,24,19.6,25.13,20.33,48.84,26.95,6.67,2.5,8.107,4.694,3.229,0.184,BEN,Sub-Saharan Africa,2099
3,Benin,2015,MF,25,34,54.6,15.07,10.22,21.41,21.41,8.92,5.42,4.988,2.578,2.123,0.287,BEN,Sub-Saharan Africa,1469
3,Benin,2015,MF,35,44,58.55,22.3,13.49,16.57,16.18,2.59,1.78,3.64,2.223,1.329,0.087,BEN,Sub-Saharan Africa,1012
3,Benin,2015,MF,45,54,63.45,17.42,9.61,16.75,13.56,2.38,1.64,3.282,1.959,1.243,0.08,BEN,Sub-Saharan Africa,684
3,Benin,2015,MF,55,64,69.78,14.72,7.54,12.95,5.98,2.56,1.76,2.56,1.598,0.876,0.086,BEN,Sub-Saharan Africa,420
4,Botswana,1950,MF,15,24,66.85,30.66,7.02,2.39,0.5,0.11,0.04,1.584,1.494,0.087,0.003,BWA,Sub-Saharan Africa,86
4,Botswana,1950,MF,25,34,72.77,24.63,4.76,2.4,0.6,0.2,0.12,1.311,1.211,0.094,0.006,BWA,Sub-Saharan Africa,60
4,Botswana,1950,MF,35,44,72.77,24.63,4.29,2.4,0.6,0.2,0.14,1.295,1.194,0.094,0.007,BWA,Sub-Saharan Africa,34
4,Botswana,1950,MF,45,54,72.77,24.63,4,2.4,0.6,0.2,0.14,1.285,1.184,0.094,0.007,BWA,Sub-Saharan Africa,27
4,Botswana,1950,MF,55,64,73.03,24.71,3.76,2.09,0.52,0.17,0.12,1.243,1.155,0.082,0.006,BWA,Sub-Saharan Africa,23
4,Botswana,1955,MF,15,24,65.65,31.81,7.48,2.42,0.51,0.11,0.04,1.644,1.553,0.089,0.003,BWA,Sub-Saharan Africa,101
4,Botswana,1955,MF,25,34,72.77,24.63,4.93,2.4,0.6,0.2,0.12,1.317,1.217,0.094,0.006,BWA,Sub-Saharan Africa,67
4,Botswana,1955,MF,35,44,72.77,24.63,4.41,2.4,0.6,0.2,0.14,1.299,1.198,0.094,0.007,BWA,Sub-Saharan Africa,40
4,Botswana,1955,MF,45,54,72.77,24.63,4.07,2.4,0.6,0.2,0.14,1.287,1.187,0.094,0.007,BWA,Sub-Saharan Africa,28
4,Botswana,1955,MF,55,64,72.86,24.65,3.85,2.29,0.57,0.19,0.13,1.268,1.171,0.09,0.006,BWA,Sub-Saharan Africa,22
4,Botswana,1960,MF,15,24,64.42,32.95,9.59,2.52,0.53,0.12,0.04,1.768,1.673,0.092,0.003,BWA,Sub-Saharan Africa,109
4,Botswana,1960,MF,25,34,72.77,24.63,5.16,2.4,0.6,0.2,0.12,1.325,1.225,0.094,0.006,BWA,Sub-Saharan Africa,67
4,Botswana,1960,MF,35,44,72.77,24.63,4.59,2.4,0.6,0.2,0.14,1.306,1.205,0.094,0.007,BWA,Sub-Saharan Africa,48
4,Botswana,1960,MF,45,54,72.77,24.63,4.21,2.4,0.6,0.2,0.14,1.292,1.191,0.094,0.007,BWA,Sub-Saharan Africa,28
4,Botswana,1960,MF,55,64,72.77,24.63,3.99,2.4,0.6,0.2,0.14,1.285,1.184,0.094,0.007,BWA,Sub-Saharan Africa,23
4,Botswana,1965,MF,15,24,51.3,45.1,13.64,3.5,0.4,0,0,2.414,2.301,0.113,0,BWA,Sub-Saharan Africa,122
4,Botswana,1965,MF,25,34,72.7,24.6,6.11,2.4,0.6,0.2,0.12,1.357,1.257,0.094,0.006,BWA,Sub-Saharan Africa,77
4,Botswana,1965,MF,35,44,72.7,24.6,4.88,2.4,0.6,0.2,0.14,1.314,1.214,0.094,0.007,BWA,Sub-Saharan Africa,51
4,Botswana,1965,MF,45,54,72.7,24.6,4.44,2.4,0.6,0.2,0.14,1.299,1.198,0.094,0.007,BWA,Sub-Saharan Africa,32
4,Botswana,1965,MF,55,64,72.7,24.6,4.17,2.4,0.6,0.2,0.14,1.29,1.189,0.094,0.007,BWA,Sub-Saharan Africa,24
4,Botswana,1970,MF,15,24,40.84,50.36,16.89,8.5,1.24,0.36,0.13,3.281,2.974,0.298,0.01,BWA,Sub-Saharan Africa,150
4,Botswana,1970,MF,25,34,54.7,39.9,5.4,4.5,1.1,0.9,0.54,2.194,1.963,0.202,0.029,BWA,Sub-Saharan Africa,88
4,Botswana,1970,MF,35,44,67,29.6,1.2,2.6,0.6,0.7,0.47,1.457,1.309,0.125,0.023,BWA,Sub-Saharan Africa,54
4,Botswana,1970,MF,45,54,73.6,23.8,0.8,1.9,0.6,0.7,0.47,1.17,1.043,0.104,0.023,BWA,Sub-Saharan Africa,40
4,Botswana,1970,MF,55,64,83.3,15.3,0.5,0.9,0.35,0.5,0.34,0.727,0.651,0.059,0.017,BWA,Sub-Saharan Africa,24
4,Botswana,1975,MF,15,24,42.14,47.37,22.24,10.14,1.92,0.35,0.11,3.539,3.17,0.36,0.009,BWA,Sub-Saharan Africa,185
4,Botswana,1975,MF,25,34,50.6,43.42,15.15,5.33,1.39,0.66,0.38,2.71,2.469,0.221,0.021,BWA,Sub-Saharan Africa,105
4,Botswana,1975,MF,35,44,57.6,37.72,11.33,4,1.05,0.67,0.44,2.241,2.044,0.175,0.022,BWA,Sub-Saharan Africa,65
4,Botswana,1975,MF,45,54,63.26,32.91,8.98,3.22,0.9,0.61,0.4,1.899,1.734,0.145,0.02,BWA,Sub-Saharan Africa,44
4,Botswana,1975,MF,55,64,67.34,29.31,7.6,2.79,0.94,0.56,0.37,1.676,1.527,0.131,0.019,BWA,Sub-Saharan Africa,28
4,Botswana,1980,MF,15,24,29.46,52.2,25.86,18.2,4.25,0.18,0.07,4.664,4.019,0.64,0.005,BWA,Sub-Saharan Africa,215
4,Botswana,1980,MF,25,34,54.7,40.5,9.4,4.4,1.3,0.5,0.29,2.288,2.089,0.183,0.016,BWA,Sub-Saharan Africa,136
4,Botswana,1980,MF,35,44,54.7,40.5,9.4,4.4,1.3,0.5,0.33,2.289,2.089,0.183,0.017,BWA,Sub-Saharan Africa,79
4,Botswana,1980,MF,45,54,54.7,40.5,9.4,4.4,1.3,0.5,0.33,2.289,2.089,0.183,0.017,BWA,Sub-Saharan Africa,48
4,Botswana,1980,MF,55,64,54.7,40.5,9.4,4.4,1.3,0.5,0.33,2.289,2.089,0.183,0.017,BWA,Sub-Saharan Africa,34
4,Botswana,1985,MF,15,24,21.52,23.83,19.41,52.26,15.4,2.38,0.96,7.4,5.339,1.995,0.067,BWA,Sub-Saharan Africa,251
4,Botswana,1985,MF,25,34,37.99,30.84,14.08,28.65,9.85,2.52,1.55,5.019,3.754,1.183,0.081,BWA,Sub-Saharan Africa,171
4,Botswana,1985,MF,35,44,48.84,31.74,11.11,17.21,5.25,2.2,1.52,3.665,2.859,0.732,0.075,BWA,Sub-Saharan Africa,96
